2 False
-148.11392,-124.16883
197.8683,-124.16883
197.8683,124.32437
-148.11392,124.32437
3 True
3.8532608,5.9054017
3.988457,9.479779
6.016489,11.966205
8.450128,13.209558
9.666946,12.432409
11.965388,12.432409
13.452618,12.898614
13.72301,15.695984
15.075044,18.648754
16.021452,19.425623
18.455091,19.425623
18.7255,17.871607
19.266304,16.783794
19.807106,16.162188
20.753532,14.918976
22.105549,13.36482
23.187172,12.277008
24.40399,12.587952
25.62081,13.054156
26.026417,13.209558
27.919233,13.209558
28.32484,12.432409
29.000856,11.655401
29.947266,9.945984
30.352873,9.168976
30.758478,7.9256225
30.893692,5.9054017
31.028889,4.972992
31.840101,2.6418273
31.975298,2.4864256
31.975298,0.6216064
32.78651,-0.77700806
33.192116,-3.8851805
33.32733,-5.2836547
33.32733,-6.527008
33.05692,-7.614819
32.651314,-8.391828
32.11051,-10.101245
31.704905,-10.412189
30.08248,-11.344598
29.271267,-11.810803
27.648842,-11.810803
25.756006,-11.655401
24.133581,-10.412189
21.970352,-9.63504
21.023926,-8.391828
20.212713,-7.7702208
19.131107,-6.9932127
17.779074,-5.7498593
17.238272,-5.7498593
15.210239,-5.5945983
14.399027,-5.7498593
11.830193,-4.81759
10.883765,-4.040582
9.26134,-2.9526305
7.7741284,-1.5540161
5.7460966,0.15554199
4.5292773,2.3311646
3 True
-24.403982,-4.040582
-22.916761,-5.7498593
-21.699942,-6.837811
-20.753525,-9.479779
-20.347918,-11.344598
-19.67191,-8.547229
-18.590286,-5.9054017
-16.96787,-4.506787
-15.480641,-2.9526305
-13.047003,-2.020221
-11.289381,-1.7094177
-8.990939,-2.9526305
-7.7741194,-4.6621885
-6.962907,-5.9054017
-6.0164976,-7.304016
-4.934875,-8.547229
-4.2588673,-7.9256225
-3.3124492,-8.081024
-1.6900237,-9.013433
0.8788197,-10.101245
2.095639,-10.722852
4.2588673,-11.655401
5.881293,-12.743213
6.9629154,-14.141827
8.044521,-16.939196
8.314931,-19.425623
8.314931,-20.97964
7.7741284,-22.533794
8.585341,-23
8.720537,-25.02022
9.126143,-25.175623
12.911798,-23.466204
14.399027,-23.466204
16.967861,-22.378393
18.995893,-22.378393
20.483122,-22.533794
21.970352,-26.418835
22.781565,-27.040442
23.86317,-28.594458
