65,125
67,84
108,82
110,39
93,39
92.68106,65
25.215202,65
24.944794,89.82438
47.658752,89.82438
48.064358,22.533794
72.80635,22.844599
73.482346,48.797367
-53.472435,48.486423
-61.854965,58.898613
-67.533455,64.804016
-72.535934,67.445984
-79.566444,69.3108
-86.056145,70.08795
-94.84429,64.33781
-98.765144,60.60817
-101.198784,55.013573
-102.01,49.418976
-102.01,44.29058
-98.90035,36.52036
-93.22186,32.013573
-89.4362,29.83781
-85.10973,27.040583
-79.29605,25.486567
-74.42877,23
-71.319115,19.425623
-70.778305,13.675763
-71.85993,10.56759
-75.104774,8.547229
-81.188866,7.6149597
-89.4362,7.6149597
-93.086655,8.702771
-98.90035,11.810803
-102.95641,14.297369
-107.28288,18.18241
-111.33894,22.844599
-114.854195,25.95277
-118.09905,31.391827
-119.72147,37.918976
-120.66789,46.621605
-120.8031,54.858173
-119.58628,59.209557
-118.36946,64.33781
-115.2598,68.06759
-110.392525,74.43919
-106.87727,78.479774
-103.226814,81.27701
-99.71156,82.831024
-95.24989,84.54058
-91.46423,86.25
-87.00256,87.95956
-83.75771,88.58116
-78.89044,88.58116
-74.699165,88.58116
-71.589516,88.114815
-68.344666,87.02701
-65.099815,85.78379
-62.26057,84.38518
-58.069313,81.43241
-53.06683,78.01357
-50.63319,76.304016
-46.57713,74.5946
-44.549095,74.5946
-42.92667,75.83781
-40.087425,77.54737
-38.1946,80.18919
-37.518593,82.364815
-38.059395,85.78379
-39.41142,88.58116
-40.49303,91.53379
-44.4139,94.486565
-49.686783,98.0608
-53.878044,100.85817
-58.610115,103.5
-67.533455,105.67562
-76.4568,108.47299
-80.91847,108.628395
-88.76019,107.695984
-93.357056,106.76357
-102.82121,104.58781
-108.2293,101.63518
-114.719,96.97299
-121.3439,92.4662
-130.26724,85.47299
-134.72891,74.5946
-136.48654,68.8446
-139.32579,61.074375
-139.7314,53.77036
-139.8666,47.08781
-139.59619,38.38518
-138.24417,33.101383
-135.26973,26.263575
-132.43048,18.33781
-128.23921,12.743213
-123.91274,9.324377
-120.532684,4.3513856
-118.504654,-55.324234
-93.49226,-55.635178
-92.81625,-72.729774
-111.74455,-75.2162
-111.609344,-93.24321
-82.5409,-91.8446
-80.24246,-31.081024
-48.064358,-28.594458
-47.658752,-46.310802
-60.773354,-47.709415
-63.883,-51.75
-62.26057,-72.26357
-24.539186,-72.729774
-25.215195,-91.378395
-45.63072,-91.68919
-45.90112,-58.121605
6.9629154,-56.87839
20.618319,-55.47978
28.730448,-53.304016
35.896164,-53.304016
41.304245,-54.70263
44.14349,-59.520218
51.173996,-87.02701
49.010765,-96.50678
45.90111,-99.614815
43.332275,-101.479774
37.112984,-101.94584
32.516117,-102.25678
28.32484,-100.39182
23.592777,-94.02022
22.37596,-88.27022
22.511154,-82.20942
25.62081,-76.77022
30.488087,-73.97299
39.68182,-70.39861
47.253143,-66.047226
54.554058,-63.871605
71.724724,-55.79044
83.35211,-51.905262
92.545845,-49.26343
100.657974,-47.398613
109.44612,-46.310802
119.58628,-41.493214
121.884705,-38.38504
123.64234,-31.858032
123.37193,-25.486425
121.2087,-20.97964
118.639854,-17.405401
112.555756,-14.608032
107.95889,-13.209417
102.686005,-15.074237
99.035545,-19.891827
97.95394,-22.844599
97.27792,-25.641827
96.73712,-30.77022
96.73712,-37.76343
98.90035,-45.06759
99.98197,-50.506786
100.79319,-58.277008
101.06358,-65.114815
101.06358,-73.97299
100.92838,-77.39182
99.98197,-85.93919
97.27792,-89.668976
92.14024,-94.64182
88.35458,-98.83781
86.461754,-101.479774
83.48731,-105.67562
83.35211,-108.78379
82.5409,-115.155396
82.27049,-124.16883
next
